"customer","sale_date","seller"
Kyle Young,1992-12-12,Abraham Bennet
Clayton Zeng,1992-11-12,Albert Ringer
Philip Gutierrez,1992-10-23,Marjorie Green
Harold Subram,1992-09-30,Abraham Bennet
Jill Gomez,1992-11-23,Albert Ringer
Aaron Alexander,1992-10-02,Abraham Bennet
Keith Lal,1992-12-19,Stearns MacFeather
Catherine Murphy,1992-12-11,Marjorie Green
Patrick Sanders,1992-10-12,Abraham Bennet
Garrett Murphy,1992-11-03,Heather McBadden
Victoria Powell,1992-10-18,Morningstar Greene
Kaitlyn Allen,1992-12-26,Dirk Stringer
Caleb Campbell,1992-12-28,Michael O'Leary
Danielle Sanders,1992-11-28,Morningstar Greene
Ryan Davis,1992-12-27,Reginald Blotchet-Halls
Jacob Martinez,1992-09-27,Michael O'Leary
Alexis Hall,1992-10-24,Burt Gringlesby
Louis Hu,1992-10-20,Cheryl Carson
Cole Cook,1992-12-01,Sylvia Panteley
Richard Cooper,1992-12-29,Sheryl Hunter
Tabitha Rodriguez,1992-12-21,Cheryl Carson
Jordyn Coleman,1992-10-10,Dean Straight
Barbara Lin,1992-12-01,Sheryl Hunter
Melanie Russell,1992-09-28,Michel DeFrance
Edwin Deng,1992-11-28,Dirk Stringer
Sheena Chande,1992-11-11,Livia Karsen
Jésus Munoz,1992-10-22,Innes del Castillo
Ann Gonzalez,1992-10-09,Anne Ringer
María Flores,1992-12-14,Charlene Locksley
Olivia Cox,1992-09-27,Innes del Castillo
Glenn Lu,1992-11-23,Johnson White
Trisha Sun,1992-12-22,Charlene Locksley
Kate Raje,1992-11-08,Ann Dull
Carlos Howard,1992-11-17,Abraham Bennet
Nancy Buchanan,1992-11-03,Stearns MacFeather
Fernando Jenkins,1992-10-24,Marjorie Green
James Evans,1992-12-22,Abraham Bennet
Alvin Zheng,1992-10-15,Albert Ringer
Levi Gonzalez,1992-11-25,Marjorie Green
Cristina Xu,1992-12-19,Abraham Bennet
Rodney Sanz,1992-10-30,Anne Ringer
Isabel Long,1992-11-07,Morningstar Greene
Alberto Ramos,1992-11-23,Reginald Blotchet-Halls
Kristen Li,1992-12-27,Michael O'Leary
Christian Garcia,1992-11-03,Burt Gringlesby
Eddie Gomez,1992-11-04,Reginald Blotchet-Halls
Stephanie Alexander,1992-12-16,Meander Smith
Jermaine Kapoor,1992-11-18,Burt Gringlesby
Arianna Bell,1992-11-18,Cheryl Carson
Marvin Gomez,1992-10-06,Dean Straight
Dennis Wu,1992-12-27,Sheryl Hunter
Sean Green,1992-12-10,Michel DeFrance
Victoria Williams,1992-12-29,Dean Straight
Katrina Sharma,1992-12-25,Heather McBadden
Caleb Patterson,1992-11-19,Michel DeFrance
Nathaniel Howard,1992-10-31,Dirk Stringer
Gabriella Rivera,1992-10-08,Michael O'Leary
Thomas Martinez,1992-10-06,Innes del Castillo
Julie Luo,1992-11-18,Johnson White
Brad Goel,1992-10-08,Charlene Locksley
Miguel Gonzalez,1992-10-08,Ann Dull
Richard Brown,1992-09-23,Johnson White
Jack Richins,1992-11-16,Sylvia Panteley
Abigail Flores,1992-10-18,Ann Dull
Kyle Young,1992-12-07,Abraham Bennet
Clayton Zeng,1992-11-01,Albert Ringer
Philip Gutierrez,1992-11-17,Marjorie Green
Harold Subram,1992-12-13,Abraham Bennet
Jill Gomez,1992-09-29,Albert Ringer
Aaron Alexander,1992-10-07,Abraham Bennet
Keith Lal,1992-12-21,Stearns MacFeather
Catherine Murphy,1992-11-24,Marjorie Green
Patrick Sanders,1992-12-04,Abraham Bennet
Garrett Murphy,1992-11-30,Heather McBadden
Victoria Powell,1992-10-16,Morningstar Greene
Kaitlyn Allen,1992-10-27,Dirk Stringer
Caleb Campbell,1992-10-19,Michael O'Leary
Danielle Sanders,1992-09-30,Morningstar Greene
Ryan Davis,1992-12-29,Reginald Blotchet-Halls
Jacob Martinez,1992-10-22,Michael O'Leary
Alexis Hall,1992-11-03,Burt Gringlesby
Louis Hu,1992-11-08,Cheryl Carson
Cole Cook,1992-12-10,Sylvia Panteley
Richard Cooper,1992-11-30,Sheryl Hunter
Tabitha Rodriguez,1992-09-21,Cheryl Carson
Jordyn Coleman,1992-11-24,Dean Straight
Barbara Lin,1992-09-23,Sheryl Hunter
Melanie Russell,1992-10-29,Michel DeFrance
Edwin Deng,1992-10-01,Dirk Stringer
Sheena Chande,1992-12-29,Livia Karsen
Jésus Munoz,1992-09-28,Innes del Castillo
Ann Gonzalez,1992-10-21,Anne Ringer
María Flores,1992-10-23,Charlene Locksley
Olivia Cox,1992-12-23,Innes del Castillo
Glenn Lu,1992-10-05,Johnson White
Trisha Sun,1992-12-28,Charlene Locksley
Kate Raje,1992-11-19,Ann Dull
Carlos Howard,1992-10-14,Abraham Bennet
Nancy Buchanan,1992-09-24,Stearns MacFeather
Fernando Jenkins,1992-09-30,Marjorie Green
James Evans,1992-12-11,Abraham Bennet
Alvin Zheng,1992-10-19,Albert Ringer
Levi Gonzalez,1992-09-29,Marjorie Green
Cristina Xu,1992-10-13,Abraham Bennet
Rodney Sanz,1992-12-06,Anne Ringer
Isabel Long,1992-10-08,Morningstar Greene
Alberto Ramos,1992-11-10,Reginald Blotchet-Halls
Kristen Li,1992-09-21,Michael O'Leary
Christian Garcia,1992-11-13,Burt Gringlesby
Eddie Gomez,1992-10-17,Reginald Blotchet-Halls
Stephanie Alexander,1992-11-07,Meander Smith
Jermaine Kapoor,1992-12-15,Burt Gringlesby
Arianna Bell,1992-12-20,Cheryl Carson
Marvin Gomez,1992-10-28,Dean Straight
Dennis Wu,1992-10-26,Sheryl Hunter
Sean Green,1992-11-24,Michel DeFrance
Victoria Williams,1992-09-30,Dean Straight
Katrina Sharma,1992-10-20,Heather McBadden
Caleb Patterson,1992-10-11,Michel DeFrance
Nathaniel Howard,1992-11-21,Dirk Stringer
Gabriella Rivera,1992-10-27,Michael O'Leary
Thomas Martinez,1992-10-14,Innes del Castillo
Julie Luo,1992-12-29,Johnson White
Brad Goel,1992-12-13,Charlene Locksley
Miguel Gonzalez,1992-11-11,Ann Dull
Richard Brown,1992-10-16,Johnson White
Jack Richins,1992-12-02,Sylvia Panteley
Abigail Flores,1992-11-12,Ann Dull
Kyle Young,1992-10-20,Abraham Bennet
Clayton Zeng,1992-10-09,Albert Ringer
Philip Gutierrez,1992-12-13,Marjorie Green
Harold Subram,1992-11-19,Abraham Bennet
Jill Gomez,1992-10-30,Albert Ringer
Aaron Alexander,1992-10-22,Abraham Bennet
Keith Lal,1992-11-14,Stearns MacFeather
Catherine Murphy,1992-11-25,Marjorie Green
Patrick Sanders,1992-10-12,Abraham Bennet
Garrett Murphy,1992-11-16,Heather McBadden
Victoria Powell,1992-11-10,Morningstar Greene
Kaitlyn Allen,1992-11-18,Dirk Stringer
Caleb Campbell,1992-10-10,Michael O'Leary
Danielle Sanders,1992-10-08,Morningstar Greene
Ryan Davis,1992-11-12,Reginald Blotchet-Halls
Jacob Martinez,1992-10-16,Michael O'Leary
Alexis Hall,1992-12-15,Burt Gringlesby
Louis Hu,1992-12-21,Cheryl Carson
Cole Cook,1992-11-04,Sylvia Panteley
Richard Cooper,1992-09-30,Sheryl Hunter
Tabitha Rodriguez,1992-10-02,Cheryl Carson
Jordyn Coleman,1992-10-14,Dean Straight
Barbara Lin,1992-11-02,Sheryl Hunter
Melanie Russell,1992-10-25,Michel DeFrance
Edwin Deng,1992-12-24,Dirk Stringer
Sheena Chande,1992-12-17,Livia Karsen
Jésus Munoz,1992-09-24,Innes del Castillo
Ann Gonzalez,1992-11-14,Anne Ringer
María Flores,1992-11-25,Charlene Locksley
Olivia Cox,1992-11-25,Innes del Castillo
Glenn Lu,1992-11-25,Johnson White
Trisha Sun,1992-11-28,Charlene Locksley
Kate Raje,1992-11-10,Ann Dull
Carlos Howard,1992-10-12,Abraham Bennet
Nancy Buchanan,1992-11-27,Stearns MacFeather
Fernando Jenkins,1992-11-24,Marjorie Green
James Evans,1992-11-15,Abraham Bennet
Alvin Zheng,1992-12-05,Albert Ringer
Levi Gonzalez,1992-11-09,Marjorie Green
Cristina Xu,1992-12-17,Abraham Bennet
Rodney Sanz,1992-12-14,Anne Ringer
Isabel Long,1992-11-04,Morningstar Greene
Alberto Ramos,1992-10-17,Reginald Blotchet-Halls
Kristen Li,1992-11-11,Michael O'Leary
Christian Garcia,1992-12-11,Burt Gringlesby
Eddie Gomez,1992-11-10,Reginald Blotchet-Halls
Stephanie Alexander,1992-09-21,Meander Smith
Jermaine Kapoor,1992-11-05,Burt Gringlesby
Arianna Bell,1992-10-27,Cheryl Carson
Marvin Gomez,1992-11-19,Dean Straight
Dennis Wu,1992-10-14,Sheryl Hunter
Sean Green,1992-09-28,Michel DeFrance
Victoria Williams,1992-10-04,Dean Straight
Katrina Sharma,1992-11-12,Heather McBadden
Caleb Patterson,1992-11-17,Michel DeFrance
Nathaniel Howard,1992-10-08,Dirk Stringer
Gabriella Rivera,1992-10-18,Michael O'Leary
Thomas Martinez,1992-10-14,Innes del Castillo
Julie Luo,1992-11-20,Johnson White
Brad Goel,1992-10-20,Charlene Locksley
Miguel Gonzalez,1992-10-13,Ann Dull
Richard Brown,1992-11-04,Johnson White
Jack Richins,1992-11-20,Sylvia Panteley
Abigail Flores,1992-11-17,Ann Dull
Kyle Young,1992-12-28,Abraham Bennet
Clayton Zeng,1992-12-01,Albert Ringer
Philip Gutierrez,1992-10-23,Marjorie Green
Harold Subram,1992-09-27,Abraham Bennet
Jill Gomez,1992-12-19,Albert Ringer
Aaron Alexander,1992-11-23,Abraham Bennet
Keith Lal,1992-10-05,Stearns MacFeather
Catherine Murphy,1992-10-16,Marjorie Green
Patrick Sanders,1992-10-04,Abraham Bennet
Garrett Murphy,1992-10-17,Heather McBadden
Victoria Powell,1992-11-30,Morningstar Greene
Kaitlyn Allen,1992-10-24,Dirk Stringer
Caleb Campbell,1992-12-23,Michael O'Leary
Danielle Sanders,1992-10-28,Morningstar Greene
Ryan Davis,1992-10-08,Reginald Blotchet-Halls
Jacob Martinez,1992-12-06,Michael O'Leary
Alexis Hall,1992-12-25,Burt Gringlesby
Louis Hu,1992-12-26,Cheryl Carson
Cole Cook,1992-11-19,Sylvia Panteley
Richard Cooper,1992-10-25,Sheryl Hunter
Tabitha Rodriguez,1992-11-20,Cheryl Carson
Jordyn Coleman,1992-10-02,Dean Straight
Barbara Lin,1992-10-25,Sheryl Hunter
Melanie Russell,1992-10-27,Michel DeFrance
Edwin Deng,1992-10-02,Dirk Stringer
Sheena Chande,1992-12-24,Livia Karsen
Jésus Munoz,1992-11-02,Innes del Castillo
Ann Gonzalez,1992-12-19,Anne Ringer
María Flores,1992-10-03,Charlene Locksley
Olivia Cox,1992-12-04,Innes del Castillo
Glenn Lu,1992-12-29,Johnson White
Trisha Sun,1992-09-22,Charlene Locksley
Kate Raje,1992-10-10,Ann Dull
Carlos Howard,1992-12-14,Abraham Bennet
Nancy Buchanan,1992-11-02,Stearns MacFeather
Fernando Jenkins,1992-12-17,Marjorie Green
James Evans,1992-10-16,Abraham Bennet
Alvin Zheng,1992-10-09,Albert Ringer
Levi Gonzalez,1992-10-25,Marjorie Green
Cristina Xu,1992-11-16,Abraham Bennet
Rodney Sanz,1992-12-24,Anne Ringer
Isabel Long,1992-09-26,Morningstar Greene
Alberto Ramos,1992-12-27,Reginald Blotchet-Halls
Kristen Li,1992-12-24,Michael O'Leary
Christian Garcia,1992-11-06,Burt Gringlesby
Eddie Gomez,1992-11-04,Reginald Blotchet-Halls
Stephanie Alexander,1992-12-18,Meander Smith
Jermaine Kapoor,1992-09-30,Burt Gringlesby
Arianna Bell,1992-12-09,Cheryl Carson
Marvin Gomez,1992-10-19,Dean Straight
Dennis Wu,1992-12-04,Sheryl Hunter
Sean Green,1992-11-06,Michel DeFrance
Victoria Williams,1992-11-05,Dean Straight
Katrina Sharma,1992-11-20,Heather McBadden
Caleb Patterson,1992-10-03,Michel DeFrance
Nathaniel Howard,1992-12-02,Dirk Stringer
Gabriella Rivera,1992-10-18,Michael O'Leary
Thomas Martinez,1992-10-31,Innes del Castillo
Julie Luo,1992-12-07,Johnson White
Brad Goel,1992-10-15,Charlene Locksley
Miguel Gonzalez,1992-10-08,Ann Dull
Richard Brown,1992-11-25,Johnson White
Jack Richins,1992-10-16,Sylvia Panteley
Abigail Flores,1992-11-19,Ann Dull
Kyle Young,1992-09-29,Abraham Bennet
Clayton Zeng,1992-11-01,Albert Ringer
Philip Gutierrez,1992-11-06,Marjorie Green
Harold Subram,1992-11-22,Abraham Bennet
Jill Gomez,1992-11-17,Albert Ringer
Aaron Alexander,1992-12-29,Abraham Bennet
Keith Lal,1992-10-07,Stearns MacFeather
Catherine Murphy,1992-12-29,Marjorie Green
Patrick Sanders,1992-11-12,Abraham Bennet
Garrett Murphy,1992-10-17,Heather McBadden
Victoria Powell,1992-12-26,Morningstar Greene
Kaitlyn Allen,1992-11-11,Dirk Stringer
Caleb Campbell,1992-10-09,Michael O'Leary
Danielle Sanders,1992-11-15,Morningstar Greene
Ryan Davis,1992-11-24,Reginald Blotchet-Halls
Jacob Martinez,1992-11-14,Michael O'Leary
Alexis Hall,1992-12-13,Burt Gringlesby
Louis Hu,1992-11-30,Cheryl Carson
Cole Cook,1992-10-10,Sylvia Panteley
Richard Cooper,1992-12-26,Sheryl Hunter
Tabitha Rodriguez,1992-10-12,Cheryl Carson
Jordyn Coleman,1992-11-29,Dean Straight
Barbara Lin,1992-12-06,Sheryl Hunter
Melanie Russell,1992-09-30,Michel DeFrance
Edwin Deng,1992-10-27,Dirk Stringer
Sheena Chande,1992-12-17,Livia Karsen
Jésus Munoz,1992-12-04,Innes del Castillo
Ann Gonzalez,1992-11-23,Anne Ringer
María Flores,1992-10-03,Charlene Locksley
Olivia Cox,1992-11-15,Innes del Castillo
Glenn Lu,1992-10-08,Johnson White
Trisha Sun,1992-09-24,Charlene Locksley
Kate Raje,1992-10-20,Ann Dull
Carlos Howard,1992-12-28,Abraham Bennet
Nancy Buchanan,1992-12-28,Stearns MacFeather
Fernando Jenkins,1992-12-13,Marjorie Green
James Evans,1992-09-29,Abraham Bennet
Alvin Zheng,1992-11-22,Albert Ringer
Levi Gonzalez,1992-09-21,Marjorie Green
Cristina Xu,1992-11-24,Abraham Bennet
Rodney Sanz,1992-10-20,Anne Ringer
Isabel Long,1992-10-08,Morningstar Greene
Alberto Ramos,1992-11-09,Reginald Blotchet-Halls
Kristen Li,1992-11-09,Michael O'Leary
Christian Garcia,1992-10-08,Burt Gringlesby
Eddie Gomez,1992-11-24,Reginald Blotchet-Halls
Stephanie Alexander,1992-12-12,Meander Smith
Jermaine Kapoor,1992-11-21,Burt Gringlesby
Arianna Bell,1992-12-28,Cheryl Carson
Marvin Gomez,1992-11-18,Dean Straight
Dennis Wu,1992-11-20,Sheryl Hunter
Sean Green,1992-10-05,Michel DeFrance
Victoria Williams,1992-11-04,Dean Straight
Katrina Sharma,1992-11-12,Heather McBadden
Caleb Patterson,1992-10-17,Michel DeFrance
Nathaniel Howard,1992-09-25,Dirk Stringer
Gabriella Rivera,1992-10-30,Michael O'Leary
Thomas Martinez,1992-10-20,Innes del Castillo
Julie Luo,1992-10-09,Johnson White
Brad Goel,1992-11-08,Charlene Locksley
Miguel Gonzalez,1992-10-27,Ann Dull
Richard Brown,1992-11-29,Johnson White
Jack Richins,1992-09-25,Sylvia Panteley
Abigail Flores,1992-09-28,Ann Dull
Kyle Young,1992-11-19,Abraham Bennet
Clayton Zeng,1992-12-16,Albert Ringer
Philip Gutierrez,1992-11-12,Marjorie Green
Harold Subram,1992-12-02,Abraham Bennet
Jill Gomez,1992-09-28,Albert Ringer
Aaron Alexander,1992-10-11,Abraham Bennet
Keith Lal,1992-12-21,Stearns MacFeather
Catherine Murphy,1992-09-21,Marjorie Green
Patrick Sanders,1992-11-04,Abraham Bennet
Garrett Murphy,1992-12-02,Heather McBadden
Victoria Powell,1992-11-19,Morningstar Greene
Kaitlyn Allen,1992-11-25,Dirk Stringer
Caleb Campbell,1992-12-07,Michael O'Leary
Danielle Sanders,1992-11-07,Morningstar Greene
Ryan Davis,1992-11-15,Reginald Blotchet-Halls
Jacob Martinez,1992-12-23,Michael O'Leary
Alexis Hall,1992-12-13,Burt Gringlesby
Louis Hu,1992-12-19,Cheryl Carson
Cole Cook,1992-11-29,Sylvia Panteley
Richard Cooper,1992-11-06,Sheryl Hunter
Tabitha Rodriguez,1992-12-19,Cheryl Carson
Jordyn Coleman,1992-11-04,Dean Straight
Barbara Lin,1992-12-10,Sheryl Hunter
Melanie Russell,1992-10-15,Michel DeFrance
Edwin Deng,1992-09-25,Dirk Stringer
Sheena Chande,1992-10-02,Livia Karsen
Jésus Munoz,1992-10-09,Innes del Castillo
Ann Gonzalez,1992-12-19,Anne Ringer
María Flores,1992-10-31,Charlene Locksley
Olivia Cox,1992-09-27,Innes del Castillo
Glenn Lu,1992-11-17,Johnson White
Trisha Sun,1992-12-12,Charlene Locksley
Kate Raje,1992-10-28,Ann Dull
Carlos Howard,1992-10-25,Abraham Bennet
Nancy Buchanan,1992-12-11,Stearns MacFeather
Fernando Jenkins,1992-10-20,Marjorie Green
James Evans,1992-12-22,Abraham Bennet
Alvin Zheng,1992-12-18,Albert Ringer
Levi Gonzalez,1992-11-07,Marjorie Green
Cristina Xu,1992-11-01,Abraham Bennet
Rodney Sanz,1992-11-07,Anne Ringer
Isabel Long,1992-12-09,Morningstar Greene
Alberto Ramos,1992-11-06,Reginald Blotchet-Halls
Kristen Li,1992-09-23,Michael O'Leary
Christian Garcia,1992-11-25,Burt Gringlesby
Eddie Gomez,1992-10-31,Reginald Blotchet-Halls
Stephanie Alexander,1992-11-01,Meander Smith
Jermaine Kapoor,1992-09-29,Burt Gringlesby
Arianna Bell,1992-09-28,Cheryl Carson
Marvin Gomez,1992-12-02,Dean Straight
Dennis Wu,1992-09-29,Sheryl Hunter
Sean Green,1992-10-23,Michel DeFrance
Victoria Williams,1992-12-26,Dean Straight
Katrina Sharma,1992-09-28,Heather McBadden
Caleb Patterson,1992-10-04,Michel DeFrance
Nathaniel Howard,1992-12-26,Dirk Stringer
Gabriella Rivera,1992-12-07,Michael O'Leary
Thomas Martinez,1992-12-10,Innes del Castillo
Julie Luo,1992-12-21,Johnson White
Brad Goel,1992-11-24,Charlene Locksley
Miguel Gonzalez,1992-12-25,Ann Dull
Richard Brown,1992-12-27,Johnson White
Jack Richins,1992-12-18,Sylvia Panteley
Abigail Flores,1992-12-03,Ann Dull
Kyle Young,1992-12-09,Abraham Bennet
Clayton Zeng,1992-11-23,Albert Ringer
Philip Gutierrez,1992-12-08,Marjorie Green
Harold Subram,1992-11-09,Abraham Bennet
Jill Gomez,1992-10-21,Albert Ringer
Aaron Alexander,1992-12-08,Abraham Bennet
Keith Lal,1992-09-26,Stearns MacFeather
Patrick Sanders,1992-12-20,Abraham Bennet
Garrett Murphy,1992-10-22,Heather McBadden
Victoria Powell,1992-11-30,Morningstar Greene
Kaitlyn Allen,1992-10-05,Dirk Stringer
Caleb Campbell,1992-11-17,Michael O'Leary
Danielle Sanders,1992-11-22,Morningstar Greene
Ryan Davis,1992-11-20,Reginald Blotchet-Halls
Jacob Martinez,1992-10-06,Michael O'Leary
Alexis Hall,1992-10-29,Burt Gringlesby
Louis Hu,1992-12-26,Cheryl Carson
Cole Cook,1992-10-16,Sylvia Panteley
Richard Cooper,1992-09-25,Sheryl Hunter
Tabitha Rodriguez,1992-11-27,Cheryl Carson
Jordyn Coleman,1992-11-17,Dean Straight
Barbara Lin,1992-10-17,Sheryl Hunter
Melanie Russell,1992-10-08,Michel DeFrance
Edwin Deng,1992-10-04,Dirk Stringer
Sheena Chande,1992-11-20,Livia Karsen
Jésus Munoz,1992-10-17,Innes del Castillo
Ann Gonzalez,1992-12-13,Anne Ringer
María Flores,1992-12-15,Charlene Locksley
Olivia Cox,1992-10-06,Innes del Castillo
Glenn Lu,1992-09-26,Johnson White
Trisha Sun,1992-10-15,Charlene Locksley
Kate Raje,1992-09-28,Ann Dull
Carlos Howard,1992-10-20,Abraham Bennet
Nancy Buchanan,1992-10-17,Stearns MacFeather
Fernando Jenkins,1992-12-18,Marjorie Green
James Evans,1992-11-01,Abraham Bennet
Alvin Zheng,1992-11-20,Albert Ringer
Levi Gonzalez,1992-11-05,Marjorie Green
Cristina Xu,1992-10-16,Abraham Bennet
Rodney Sanz,1992-10-27,Anne Ringer
Isabel Long,1992-11-17,Morningstar Greene
Alberto Ramos,1992-09-26,Reginald Blotchet-Halls
Kristen Li,1992-10-03,Michael O'Leary
Christian Garcia,1992-11-04,Burt Gringlesby
Eddie Gomez,1992-12-09,Reginald Blotchet-Halls
Stephanie Alexander,1992-11-02,Meander Smith
Jermaine Kapoor,1992-12-20,Burt Gringlesby
Arianna Bell,1992-11-15,Cheryl Carson
Marvin Gomez,1992-12-09,Dean Straight
Dennis Wu,1992-11-20,Sheryl Hunter
Sean Green,1992-10-22,Michel DeFrance
Victoria Williams,1992-10-20,Dean Straight
Katrina Sharma,1992-12-26,Heather McBadden
Caleb Patterson,1992-12-26,Michel DeFrance
Nathaniel Howard,1992-11-15,Dirk Stringer
Gabriella Rivera,1992-10-26,Michael O'Leary
Thomas Martinez,1992-12-06,Innes del Castillo
Julie Luo,1992-11-17,Johnson White
Brad Goel,1992-11-15,Charlene Locksley
Miguel Gonzalez,1992-11-05,Ann Dull
Richard Brown,1992-12-22,Johnson White
Jack Richins,1992-12-06,Sylvia Panteley
Abigail Flores,1992-12-18,Ann Dull
Kyle Young,1992-11-09,Abraham Bennet
Clayton Zeng,1992-10-01,Albert Ringer
Philip Gutierrez,1992-11-21,Marjorie Green
Harold Subram,1992-10-25,Abraham Bennet
Jill Gomez,1992-10-27,Albert Ringer
Aaron Alexander,1992-12-26,Abraham Bennet
Keith Lal,1992-11-12,Stearns MacFeather
Catherine Murphy,1992-09-21,Marjorie Green
Patrick Sanders,1992-12-02,Abraham Bennet
Garrett Murphy,1992-12-14,Heather McBadden
Victoria Powell,1992-10-23,Morningstar Greene
Kaitlyn Allen,1992-11-10,Dirk Stringer
Caleb Campbell,1992-12-24,Michael O'Leary
Danielle Sanders,1992-10-10,Morningstar Greene
Ryan Davis,1992-11-26,Reginald Blotchet-Halls
Jacob Martinez,1992-09-23,Michael O'Leary
Alexis Hall,1992-11-23,Burt Gringlesby
Louis Hu,1992-12-03,Cheryl Carson
Cole Cook,1992-12-17,Sylvia Panteley
Richard Cooper,1992-10-06,Sheryl Hunter
Tabitha Rodriguez,1992-12-04,Cheryl Carson
Jordyn Coleman,1992-12-20,Dean Straight
Barbara Lin,1992-11-26,Sheryl Hunter
Melanie Russell,1992-10-23,Michel DeFrance
Edwin Deng,1992-11-07,Dirk Stringer
Sheena Chande,1992-11-27,Livia Karsen
Jésus Munoz,1992-10-12,Innes del Castillo
Ann Gonzalez,1992-12-05,Anne Ringer
María Flores,1992-09-30,Charlene Locksley
Olivia Cox,1992-10-05,Innes del Castillo
Glenn Lu,1992-11-09,Johnson White
Trisha Sun,1992-10-06,Charlene Locksley
Kate Raje,1992-10-06,Ann Dull
Carlos Howard,1992-10-23,Abraham Bennet
Nancy Buchanan,1992-11-14,Stearns MacFeather
Fernando Jenkins,1992-11-24,Marjorie Green
James Evans,1992-10-07,Abraham Bennet
Alvin Zheng,1992-09-22,Albert Ringer
Levi Gonzalez,1992-10-22,Marjorie Green
Cristina Xu,1992-11-22,Abraham Bennet
Rodney Sanz,1992-12-04,Anne Ringer
Isabel Long,1992-10-12,Morningstar Greene
Alberto Ramos,1992-09-22,Reginald Blotchet-Halls
Kristen Li,1992-10-14,Michael O'Leary
Christian Garcia,1992-11-06,Burt Gringlesby
Eddie Gomez,1992-12-02,Reginald Blotchet-Halls
Stephanie Alexander,1992-12-09,Meander Smith
Jermaine Kapoor,1992-11-08,Burt Gringlesby
Arianna Bell,1992-12-05,Cheryl Carson
Marvin Gomez,1992-11-14,Dean Straight
Dennis Wu,1992-12-10,Sheryl Hunter
Sean Green,1992-11-24,Michel DeFrance
Victoria Williams,1992-10-30,Dean Straight
Katrina Sharma,1992-11-05,Heather McBadden
Caleb Patterson,1992-11-18,Michel DeFrance
Nathaniel Howard,1992-11-05,Dirk Stringer
Gabriella Rivera,1992-12-22,Michael O'Leary
Thomas Martinez,1992-12-12,Innes del Castillo
Julie Luo,1992-10-14,Johnson White
Brad Goel,1992-11-03,Charlene Locksley
Miguel Gonzalez,1992-12-18,Ann Dull
Richard Brown,1992-12-10,Johnson White
Jack Richins,1992-10-25,Sylvia Panteley
Abigail Flores,1992-09-25,Ann Dull
Kyle Young,1992-10-07,Abraham Bennet
Clayton Zeng,1992-11-11,Albert Ringer
Philip Gutierrez,1992-09-28,Marjorie Green
Harold Subram,1992-11-04,Abraham Bennet
Jill Gomez,1992-10-25,Albert Ringer
Aaron Alexander,1992-11-07,Abraham Bennet
Keith Lal,1992-12-02,Stearns MacFeather
Catherine Murphy,1992-10-12,Marjorie Green
Patrick Sanders,1992-11-02,Abraham Bennet
Garrett Murphy,1992-12-18,Heather McBadden
Victoria Powell,1992-11-01,Morningstar Greene
Kaitlyn Allen,1992-11-27,Dirk Stringer
Caleb Campbell,1992-10-31,Michael O'Leary
Danielle Sanders,1992-11-07,Morningstar Greene
Ryan Davis,1992-10-22,Reginald Blotchet-Halls
Jacob Martinez,1992-09-30,Michael O'Leary
Alexis Hall,1992-10-16,Burt Gringlesby
Louis Hu,1992-12-26,Cheryl Carson
Cole Cook,1992-10-24,Sylvia Panteley
Richard Cooper,1992-12-28,Sheryl Hunter
Tabitha Rodriguez,1992-10-22,Cheryl Carson
Jordyn Coleman,1992-12-27,Dean Straight
Barbara Lin,1992-11-06,Sheryl Hunter
Melanie Russell,1992-11-26,Michel DeFrance
Edwin Deng,1992-09-25,Dirk Stringer
Sheena Chande,1992-11-22,Livia Karsen
Jésus Munoz,1992-12-06,Innes del Castillo
Ann Gonzalez,1992-12-23,Anne Ringer
María Flores,1992-12-25,Charlene Locksley
Olivia Cox,1992-11-28,Innes del Castillo
